"ID","Release_year","Group","year","Zone","Location","Genotype","Rep","yield","Loc_Count","environment"
"9202","1978","Medium","2018","1","Cumilla","G_winter_016","1",5.87,"340","2018_Cumilla"
"9203","1978","Medium","2018","1","Cumilla","G_winter_016","2",5.67,"341","2018_Cumilla"
"9204","1978","Medium","2018","1","Cumilla","G_winter_016","3",4.92,"342","2018_Cumilla"
"9205","1998","Medium","2018","1","Cumilla","G_winter_017","1",7.41,"343","2018_Cumilla"
"9206","1998","Medium","2018","1","Cumilla","G_winter_017","2",8.07,"344","2018_Cumilla"
"9207","1998","Medium","2018","1","Cumilla","G_winter_017","3",7.44,"345","2018_Cumilla"
"9208","2008","Medium","2018","1","Cumilla","G_winter_018","1",4.94,"346","2018_Cumilla"
"9209","2008","Medium","2018","1","Cumilla","G_winter_018","2",4.95,"347","2018_Cumilla"
"9210","2008","Medium","2018","1","Cumilla","G_winter_018","3",4.35,"348","2018_Cumilla"
"9211","2012","Medium","2018","1","Cumilla","G_winter_019","1",8.21,"349","2018_Cumilla"
"9212","2012","Medium","2018","1","Cumilla","G_winter_019","2",7.68,"350","2018_Cumilla"
"9213","2012","Medium","2018","1","Cumilla","G_winter_019","3",7.54,"351","2018_Cumilla"
"9214","2013","Medium","2018","1","Cumilla","G_winter_020","1",6.7,"352","2018_Cumilla"
"9215","2013","Medium","2018","1","Cumilla","G_winter_020","2",7.44,"353","2018_Cumilla"
"9216","2013","Medium","2018","1","Cumilla","G_winter_020","3",7.84,"354","2018_Cumilla"
"9217","2013","Medium","2018","1","Cumilla","G_winter_021","1",7.07,"355","2018_Cumilla"
"9218","2013","Medium","2018","1","Cumilla","G_winter_021","2",6.04,"356","2018_Cumilla"
"9219","2013","Medium","2018","1","Cumilla","G_winter_021","3",5.82,"357","2018_Cumilla"
"9220","2014","Medium","2018","1","Cumilla","G_winter_022","1",6.24,"358","2018_Cumilla"
"9221","2014","Medium","2018","1","Cumilla","G_winter_022","2",6.3,"359","2018_Cumilla"
"9222","2014","Medium","2018","1","Cumilla","G_winter_022","3",5.22,"360","2018_Cumilla"
"9223","2014","Medium","2018","1","Cumilla","G_winter_023","1",8.14,"361","2018_Cumilla"
"9224","2014","Medium","2018","1","Cumilla","G_winter_023","2",7.27,"362","2018_Cumilla"
"9225","2014","Medium","2018","1","Cumilla","G_winter_023","3",7.99,"363","2018_Cumilla"
"9226","2014","Medium","2018","1","Cumilla","G_winter_024","1",4.45,"364","2018_Cumilla"
"9227","2014","Medium","2018","1","Cumilla","G_winter_024","2",6.64,"365","2018_Cumilla"
"9228","2014","Medium","2018","1","Cumilla","G_winter_024","3",7.1,"366","2018_Cumilla"
"9229","2015","Medium","2018","1","Cumilla","G_winter_025","1",6.83,"367","2018_Cumilla"
"9230","2015","Medium","2018","1","Cumilla","G_winter_025","2",5.86,"368","2018_Cumilla"
"9231","2015","Medium","2018","1","Cumilla","G_winter_025","3",7.62,"369","2018_Cumilla"
"9232","1970","Medium","2018","1","Rangpur","G_winter_013","1",5.34,"331","2018_Rangpur"
"9233","1970","Medium","2018","1","Rangpur","G_winter_013","2",5.38,"332","2018_Rangpur"
"9234","1970","Medium","2018","1","Rangpur","G_winter_013","3",4.96,"333","2018_Rangpur"
"9235","1985","Medium","2018","1","Rangpur","G_winter_014","1",4.11,"334","2018_Rangpur"
"9236","1985","Medium","2018","1","Rangpur","G_winter_014","2",3.61,"335","2018_Rangpur"
"9237","1985","Medium","2018","1","Rangpur","G_winter_014","3",3.4,"336","2018_Rangpur"
"9238","1977","Medium","2018","1","Rangpur","G_winter_015","1",5.48,"337","2018_Rangpur"
"9239","1977","Medium","2018","1","Rangpur","G_winter_015","2",5.49,"338","2018_Rangpur"
"9240","1977","Medium","2018","1","Rangpur","G_winter_015","3",5.46,"339","2018_Rangpur"
"9241","1978","Medium","2018","1","Rangpur","G_winter_016","1",6.56,"340","2018_Rangpur"
"9242","1978","Medium","2018","1","Rangpur","G_winter_016","2",6.14,"341","2018_Rangpur"
"9243","1978","Medium","2018","1","Rangpur","G_winter_016","3",5.96,"342","2018_Rangpur"
"9244","1998","Medium","2018","1","Rangpur","G_winter_017","1",5.37,"343","2018_Rangpur"
"9245","1998","Medium","2018","1","Rangpur","G_winter_017","2",6.91,"344","2018_Rangpur"
"9246","1998","Medium","2018","1","Rangpur","G_winter_017","3",7.14,"345","2018_Rangpur"
"9247","2008","Medium","2018","1","Rangpur","G_winter_018","1",5.67,"346","2018_Rangpur"
"9248","2008","Medium","2018","1","Rangpur","G_winter_018","2",5.43,"347","2018_Rangpur"
"9249","2008","Medium","2018","1","Rangpur","G_winter_018","3",5.07,"348","2018_Rangpur"
"9250","2012","Medium","2018","1","Rangpur","G_winter_019","1",6.53,"349","2018_Rangpur"
"9251","2012","Medium","2018","1","Rangpur","G_winter_019","2",6.53,"350","2018_Rangpur"
"9252","2012","Medium","2018","1","Rangpur","G_winter_019","3",6.3,"351","2018_Rangpur"
"9253","2013","Medium","2018","1","Rangpur","G_winter_020","1",6.18,"352","2018_Rangpur"
"9254","2013","Medium","2018","1","Rangpur","G_winter_020","2",5.15,"353","2018_Rangpur"
"9255","2013","Medium","2018","1","Rangpur","G_winter_020","3",4.97,"354","2018_Rangpur"
"9256","2013","Medium","2018","1","Rangpur","G_winter_021","1",4.81,"355","2018_Rangpur"
"9257","2013","Medium","2018","1","Rangpur","G_winter_021","2",4.85,"356","2018_Rangpur"
"9258","2013","Medium","2018","1","Rangpur","G_winter_021","3",4.8,"357","2018_Rangpur"
"9259","2014","Medium","2018","1","Rangpur","G_winter_022","1",5.29,"358","2018_Rangpur"
"9260","2014","Medium","2018","1","Rangpur","G_winter_022","2",5.43,"359","2018_Rangpur"
"9261","2014","Medium","2018","1","Rangpur","G_winter_022","3",4.6,"360","2018_Rangpur"
"9262","2014","Medium","2018","1","Rangpur","G_winter_023","1",5.98,"361","2018_Rangpur"
"9263","2014","Medium","2018","1","Rangpur","G_winter_023","2",6.26,"362","2018_Rangpur"
"9264","2014","Medium","2018","1","Rangpur","G_winter_023","3",5.95,"363","2018_Rangpur"
"9265","2014","Medium","2018","1","Rangpur","G_winter_024","1",5.74,"364","2018_Rangpur"
"9266","2014","Medium","2018","1","Rangpur","G_winter_024","2",6.17,"365","2018_Rangpur"
"9267","2014","Medium","2018","1","Rangpur","G_winter_024","3",5.02,"366","2018_Rangpur"
"9268","2015","Medium","2018","1","Rangpur","G_winter_025","1",5.63,"367","2018_Rangpur"
"9269","2015","Medium","2018","1","Rangpur","G_winter_025","2",5.23,"368","2018_Rangpur"
"9270","2015","Medium","2018","1","Rangpur","G_winter_025","3",4.74,"369","2018_Rangpur"
"9271","1970","Medium","2018","2","Kushtia","G_winter_013","1",5.59,"331","2018_Kushtia"
"9272","1970","Medium","2018","2","Kushtia","G_winter_013","2",5.64,"332","2018_Kushtia"
"9273","1970","Medium","2018","2","Kushtia","G_winter_013","3",5.71,"333","2018_Kushtia"
"9274","1985","Medium","2018","2","Kushtia","G_winter_014","1",6.14,"334","2018_Kushtia"
"9275","1985","Medium","2018","2","Kushtia","G_winter_014","2",5.82,"335","2018_Kushtia"
"9276","1985","Medium","2018","2","Kushtia","G_winter_014","3",6.02,"336","2018_Kushtia"
"9277","1977","Medium","2018","2","Kushtia","G_winter_015","1",5.72,"337","2018_Kushtia"
"9278","1977","Medium","2018","2","Kushtia","G_winter_015","2",6.78,"338","2018_Kushtia"
"9279","1977","Medium","2018","2","Kushtia","G_winter_015","3",5.5,"339","2018_Kushtia"
"9280","1978","Medium","2018","2","Kushtia","G_winter_016","1",5.97,"340","2018_Kushtia"
"9281","1978","Medium","2018","2","Kushtia","G_winter_016","2",6.34,"341","2018_Kushtia"
"9282","1978","Medium","2018","2","Kushtia","G_winter_016","3",5.99,"342","2018_Kushtia"
"9283","1998","Medium","2018","2","Kushtia","G_winter_017","1",5.34,"343","2018_Kushtia"
"9284","1998","Medium","2018","2","Kushtia","G_winter_017","2",5.41,"344","2018_Kushtia"
"9285","1998","Medium","2018","2","Kushtia","G_winter_017","3",5.09,"345","2018_Kushtia"
"9286","2008","Medium","2018","2","Kushtia","G_winter_018","1",6.41,"346","2018_Kushtia"
"9287","2008","Medium","2018","2","Kushtia","G_winter_018","2",6.12,"347","2018_Kushtia"
"9288","2008","Medium","2018","2","Kushtia","G_winter_018","3",6.6,"348","2018_Kushtia"
"9289","2012","Medium","2018","2","Kushtia","G_winter_019","1",6.87,"349","2018_Kushtia"
"9290","2012","Medium","2018","2","Kushtia","G_winter_019","2",6.95,"350","2018_Kushtia"
"9291","2012","Medium","2018","2","Kushtia","G_winter_019","3",7.16,"351","2018_Kushtia"
"9292","2013","Medium","2018","2","Kushtia","G_winter_020","1",6.58,"352","2018_Kushtia"
"9293","2013","Medium","2018","2","Kushtia","G_winter_020","2",6.93,"353","2018_Kushtia"
"9294","2013","Medium","2018","2","Kushtia","G_winter_020","3",6.94,"354","2018_Kushtia"
"9295","2013","Medium","2018","2","Kushtia","G_winter_021","1",6.69,"355","2018_Kushtia"
"9296","2013","Medium","2018","2","Kushtia","G_winter_021","2",6.51,"356","2018_Kushtia"
"9297","2013","Medium","2018","2","Kushtia","G_winter_021","3",6.43,"357","2018_Kushtia"
"9298","2014","Medium","2018","2","Kushtia","G_winter_022","1",6.33,"358","2018_Kushtia"
"9299","2014","Medium","2018","2","Kushtia","G_winter_022","2",6.52,"359","2018_Kushtia"
"9300","2014","Medium","2018","2","Kushtia","G_winter_022","3",6.52,"360","2018_Kushtia"
"9301","2014","Medium","2018","2","Kushtia","G_winter_023","1",6.89,"361","2018_Kushtia"
"9302","2014","Medium","2018","2","Kushtia","G_winter_023","2",6.73,"362","2018_Kushtia"
"9303","2014","Medium","2018","2","Kushtia","G_winter_023","3",7.04,"363","2018_Kushtia"
"9304","2014","Medium","2018","2","Kushtia","G_winter_024","1",7.36,"364","2018_Kushtia"
"9305","2014","Medium","2018","2","Kushtia","G_winter_024","2",7.4,"365","2018_Kushtia"
"9306","2014","Medium","2018","2","Kushtia","G_winter_024","3",7.66,"366","2018_Kushtia"
"9307","2015","Medium","2018","2","Kushtia","G_winter_025","1",6.93,"367","2018_Kushtia"
"9308","2015","Medium","2018","2","Kushtia","G_winter_025","2",7.06,"368","2018_Kushtia"
"9309","2015","Medium","2018","2","Kushtia","G_winter_025","3",6.95,"369","2018_Kushtia"
"9310","1970","Medium","2018","2","Satkhira","G_winter_013","1",6.15,"331","2018_Satkhira"
"9311","1970","Medium","2018","2","Satkhira","G_winter_013","2",6.35,"332","2018_Satkhira"
"9312","1970","Medium","2018","2","Satkhira","G_winter_013","3",6.96,"333","2018_Satkhira"
"9313","1985","Medium","2018","2","Satkhira","G_winter_014","1",4.92,"334","2018_Satkhira"
"9314","1985","Medium","2018","2","Satkhira","G_winter_014","2",8.32,"335","2018_Satkhira"
"9315","1985","Medium","2018","2","Satkhira","G_winter_014","3",6.18,"336","2018_Satkhira"
"9316","1977","Medium","2018","2","Satkhira","G_winter_015","1",6.64,"337","2018_Satkhira"
"9317","1977","Medium","2018","2","Satkhira","G_winter_015","2",6.07,"338","2018_Satkhira"
"9318","1977","Medium","2018","2","Satkhira","G_winter_015","3",6.67,"339","2018_Satkhira"
"9319","1978","Medium","2018","2","Satkhira","G_winter_016","1",7.07,"340","2018_Satkhira"
"9320","1978","Medium","2018","2","Satkhira","G_winter_016","2",6.48,"341","2018_Satkhira"
"9321","1978","Medium","2018","2","Satkhira","G_winter_016","3",5.56,"342","2018_Satkhira"
"9322","1998","Medium","2018","2","Satkhira","G_winter_017","1",6.78,"343","2018_Satkhira"
"9323","1998","Medium","2018","2","Satkhira","G_winter_017","2",6.11,"344","2018_Satkhira"
"9324","1998","Medium","2018","2","Satkhira","G_winter_017","3",6.66,"345","2018_Satkhira"
"9325","2008","Medium","2018","2","Satkhira","G_winter_018","1",6.86,"346","2018_Satkhira"
"9326","2008","Medium","2018","2","Satkhira","G_winter_018","2",5.85,"347","2018_Satkhira"
"9327","2008","Medium","2018","2","Satkhira","G_winter_018","3",6,"348","2018_Satkhira"
"9328","2012","Medium","2018","2","Satkhira","G_winter_019","1",7.52,"349","2018_Satkhira"
"9329","2012","Medium","2018","2","Satkhira","G_winter_019","2",5.74,"350","2018_Satkhira"
"9330","2012","Medium","2018","2","Satkhira","G_winter_019","3",5.97,"351","2018_Satkhira"
"9331","2013","Medium","2018","2","Satkhira","G_winter_020","1",6.78,"352","2018_Satkhira"
"9332","2013","Medium","2018","2","Satkhira","G_winter_020","2",6.48,"353","2018_Satkhira"
"9333","2013","Medium","2018","2","Satkhira","G_winter_020","3",6.35,"354","2018_Satkhira"
"9334","2013","Medium","2018","2","Satkhira","G_winter_021","1",5.63,"355","2018_Satkhira"
"9335","2013","Medium","2018","2","Satkhira","G_winter_021","2",8.23,"356","2018_Satkhira"
"9336","2013","Medium","2018","2","Satkhira","G_winter_021","3",6.29,"357","2018_Satkhira"
"9337","2014","Medium","2018","2","Satkhira","G_winter_022","1",6.47,"358","2018_Satkhira"
"9338","2014","Medium","2018","2","Satkhira","G_winter_022","2",7.25,"359","2018_Satkhira"
"9339","2014","Medium","2018","2","Satkhira","G_winter_022","3",7.66,"360","2018_Satkhira"
"9340","2014","Medium","2018","2","Satkhira","G_winter_023","1",6.72,"361","2018_Satkhira"
"9341","2014","Medium","2018","2","Satkhira","G_winter_023","2",6.34,"362","2018_Satkhira"
"9342","2014","Medium","2018","2","Satkhira","G_winter_023","3",8.14,"363","2018_Satkhira"
"9343","2014","Medium","2018","2","Satkhira","G_winter_024","1",7.07,"364","2018_Satkhira"
"9344","2014","Medium","2018","2","Satkhira","G_winter_024","2",7.37,"365","2018_Satkhira"
"9345","2014","Medium","2018","2","Satkhira","G_winter_024","3",8.01,"366","2018_Satkhira"
"9346","2015","Medium","2018","2","Satkhira","G_winter_025","1",6.76,"367","2018_Satkhira"
"9347","2015","Medium","2018","2","Satkhira","G_winter_025","2",6.38,"368","2018_Satkhira"
"9348","2015","Medium","2018","2","Satkhira","G_winter_025","3",7.59,"369","2018_Satkhira"
"9349","1970","Medium","2018","3","Gazipur","G_winter_013","1",6.39,"331","2018_Gazipur"
"9350","1970","Medium","2018","3","Gazipur","G_winter_013","2",7.15,"332","2018_Gazipur"
"9351","1970","Medium","2018","3","Gazipur","G_winter_013","3",7.97,"333","2018_Gazipur"
"9352","1985","Medium","2018","3","Gazipur","G_winter_014","1",6.94,"334","2018_Gazipur"
"9353","1985","Medium","2018","3","Gazipur","G_winter_014","2",3.68,"335","2018_Gazipur"
"9354","1985","Medium","2018","3","Gazipur","G_winter_014","3",3.13,"336","2018_Gazipur"
"9355","1977","Medium","2018","3","Gazipur","G_winter_015","1",6.2,"337","2018_Gazipur"
"9356","1977","Medium","2018","3","Gazipur","G_winter_015","2",5.9,"338","2018_Gazipur"
"9357","1977","Medium","2018","3","Gazipur","G_winter_015","3",5.6,"339","2018_Gazipur"
"9358","1978","Medium","2018","3","Gazipur","G_winter_016","1",5.5,"340","2018_Gazipur"
"9359","1978","Medium","2018","3","Gazipur","G_winter_016","2",4.81,"341","2018_Gazipur"
"9360","1978","Medium","2018","3","Gazipur","G_winter_016","3",5.2,"342","2018_Gazipur"
"9361","1998","Medium","2018","3","Gazipur","G_winter_017","1",6.55,"343","2018_Gazipur"
"9362","1998","Medium","2018","3","Gazipur","G_winter_017","2",5.98,"344","2018_Gazipur"
"9363","1998","Medium","2018","3","Gazipur","G_winter_017","3",6.71,"345","2018_Gazipur"
"9364","2008","Medium","2018","3","Gazipur","G_winter_018","1",5.86,"346","2018_Gazipur"
"9365","2008","Medium","2018","3","Gazipur","G_winter_018","2",6.86,"347","2018_Gazipur"
"9366","2008","Medium","2018","3","Gazipur","G_winter_018","3",4.67,"348","2018_Gazipur"
"9367","2012","Medium","2018","3","Gazipur","G_winter_019","1",7.71,"349","2018_Gazipur"
"9368","2012","Medium","2018","3","Gazipur","G_winter_019","2",6.33,"350","2018_Gazipur"
"9369","2012","Medium","2018","3","Gazipur","G_winter_019","3",6.25,"351","2018_Gazipur"
"9370","2013","Medium","2018","3","Gazipur","G_winter_020","1",7.53,"352","2018_Gazipur"
"9371","2013","Medium","2018","3","Gazipur","G_winter_020","2",4.11,"353","2018_Gazipur"
"9372","2013","Medium","2018","3","Gazipur","G_winter_020","3",5.1,"354","2018_Gazipur"
"9373","2013","Medium","2018","3","Gazipur","G_winter_021","1",5.8,"355","2018_Gazipur"
"9374","2013","Medium","2018","3","Gazipur","G_winter_021","2",7.73,"356","2018_Gazipur"
"9375","2013","Medium","2018","3","Gazipur","G_winter_021","3",7.33,"357","2018_Gazipur"
"9376","2014","Medium","2018","3","Gazipur","G_winter_022","1",5.9,"358","2018_Gazipur"
"9377","2014","Medium","2018","3","Gazipur","G_winter_022","2",5.93,"359","2018_Gazipur"
"9378","2014","Medium","2018","3","Gazipur","G_winter_022","3",6.16,"360","2018_Gazipur"
"9379","2014","Medium","2018","3","Gazipur","G_winter_023","1",7.16,"361","2018_Gazipur"
"9380","2014","Medium","2018","3","Gazipur","G_winter_023","2",7.2,"362","2018_Gazipur"
"9381","2014","Medium","2018","3","Gazipur","G_winter_023","3",6.65,"363","2018_Gazipur"
"9382","2014","Medium","2018","3","Gazipur","G_winter_024","1",6.92,"364","2018_Gazipur"
"9383","2014","Medium","2018","3","Gazipur","G_winter_024","2",7.66,"365","2018_Gazipur"
"9384","2014","Medium","2018","3","Gazipur","G_winter_024","3",7.06,"366","2018_Gazipur"
"9385","2015","Medium","2018","3","Gazipur","G_winter_025","1",6.25,"367","2018_Gazipur"
"9386","2015","Medium","2018","3","Gazipur","G_winter_025","2",6.8,"368","2018_Gazipur"
"9387","2015","Medium","2018","3","Gazipur","G_winter_025","3",6.17,"369","2018_Gazipur"
"9388","1970","Medium","2018","3","Habiganj","G_winter_013","1",6.13,"331","2018_Habiganj"
"9389","1970","Medium","2018","3","Habiganj","G_winter_013","2",4.74,"332","2018_Habiganj"
"9390","1970","Medium","2018","3","Habiganj","G_winter_013","3",4.83,"333","2018_Habiganj"
"9391","1985","Medium","2018","3","Habiganj","G_winter_014","1",4.62,"334","2018_Habiganj"
"9392","1985","Medium","2018","3","Habiganj","G_winter_014","2",2.91,"335","2018_Habiganj"
"9393","1985","Medium","2018","3","Habiganj","G_winter_014","3",3.19,"336","2018_Habiganj"
"9394","1977","Medium","2018","3","Habiganj","G_winter_015","1",4.47,"337","2018_Habiganj"
"9395","1977","Medium","2018","3","Habiganj","G_winter_015","2",4.48,"338","2018_Habiganj"
"9396","1977","Medium","2018","3","Habiganj","G_winter_015","3",5.15,"339","2018_Habiganj"
"9397","1978","Medium","2018","3","Habiganj","G_winter_016","1",5.38,"340","2018_Habiganj"
"9398","1978","Medium","2018","3","Habiganj","G_winter_016","2",5.52,"341","2018_Habiganj"
"9399","1978","Medium","2018","3","Habiganj","G_winter_016","3",5.45,"342","2018_Habiganj"
"9400","1998","Medium","2018","3","Habiganj","G_winter_017","1",6.25,"343","2018_Habiganj"
"9401","1998","Medium","2018","3","Habiganj","G_winter_017","2",5.35,"344","2018_Habiganj"
"9402","1998","Medium","2018","3","Habiganj","G_winter_017","3",6.35,"345","2018_Habiganj"
"9403","2008","Medium","2018","3","Habiganj","G_winter_018","1",4.81,"346","2018_Habiganj"
"9404","2008","Medium","2018","3","Habiganj","G_winter_018","2",4.91,"347","2018_Habiganj"
"9405","2008","Medium","2018","3","Habiganj","G_winter_018","3",4.29,"348","2018_Habiganj"
"9406","2012","Medium","2018","3","Habiganj","G_winter_019","1",5.57,"349","2018_Habiganj"
"9407","2012","Medium","2018","3","Habiganj","G_winter_019","2",5.99,"350","2018_Habiganj"
"9408","2012","Medium","2018","3","Habiganj","G_winter_019","3",6.31,"351","2018_Habiganj"
"9409","2013","Medium","2018","3","Habiganj","G_winter_020","1",5.07,"352","2018_Habiganj"
"9410","2013","Medium","2018","3","Habiganj","G_winter_020","2",4.78,"353","2018_Habiganj"
"9411","2013","Medium","2018","3","Habiganj","G_winter_020","3",5.77,"354","2018_Habiganj"
"9412","2013","Medium","2018","3","Habiganj","G_winter_021","1",6.68,"355","2018_Habiganj"
"9413","2013","Medium","2018","3","Habiganj","G_winter_021","2",6.88,"356","2018_Habiganj"
"9414","2013","Medium","2018","3","Habiganj","G_winter_021","3",5.45,"357","2018_Habiganj"
